name,element,GW,bonus,clean_sheets,goals_conceded,minutes,own_goals,penalties_saved,saves,selected,value,transfers_balance,yellow_cards,total_points,mean_reversion
Keinan Davis,52,8,0,0,0,0,0,0,0,4959.0,54.0,-138,0,0,0.0
Keinan Davis,52,9,0,0,0,0,0,0,0,4775.0,54.0,-212,0,0,0.0
Keinan Davis,52,10,0,0,0,0,0,0,0,4601.0,54.0,-169,0,0,0.0
Keinan Davis,52,11,0,0,0,0,0,0,0,4486.0,54.0,-118,0,0,0.0
Keinan Davis,52,12,0,0,0,0,0,0,0,4405.0,54.0,-67,0,0,0.0
Keinan Davis,52,13,0,0,0,0,0,0,0,4376.0,54.0,-54,0,0,0.0
Keinan Davis,52,14,0,0,0,0,0,0,0,4295.0,54.0,-79,0,0,0.0
Keinan Davis,52,15,0,0,0,0,0,0,0,4224.0,54.0,-72,0,0,0.0
Keinan Davis,52,16,0,0,0,0,0,0,0,4169.0,54.0,-54,0,0,0.0
Keinan Davis,52,17,0,0,0,0,0,0,0,4097.0,54.0,-71,0,0,0.0
Keinan Davis,52,18,0,0,0,0,0,0,0,4082.0,54.0,-17,0,0,0.0
Keinan Davis,52,19,0,0,0,0,0,0,0,4069.0,54.0,-13,0,0,0.0
Keinan Davis,52,20,0,0,0,0,0,0,0,4050.0,54.0,-20,0,0,0.0
Keinan Davis,52,21,0,0,0,0,0,0,0,4030.0,54.0,-20,0,0,0.0
Keinan Davis,52,22,0,0,0,0,0,0,0,4002.0,54.0,-26,0,0,0.0
Keinan Davis,52,23,0,0,0,0,0,0,0,3992.0,54.0,-12,0,0,0.0
Keinan Davis,52,24,0,0,0,0,0,0,0,3976.0,54.0,-17,0,0,0.0
Keinan Davis,52,25,0,0,0,0,0,0,0,3962.0,54.0,-13,0,0,0.0
Keinan Davis,52,26,0,0,0,0,0,0,0,3956.0,54.0,-7,0,0,0.0
Keinan Davis,52,27,0,0,0,0,0,0,0,3948.0,54.0,-7,0,0,0.0
Keinan Davis,52,28,0,0,0,0,0,0,0,3943.0,54.0,-5,0,0,0.0
Keinan Davis,52,29,0,0,0,0,0,0,0,3940.0,54.0,-4,0,0,0.0
Keinan Davis,52,29,0,0,0,0,0,0,0,3940.0,54.0,-4,0,0,0.0
Keinan Davis,52,30,0,0,0,0,0,0,0,3935.0,54.0,-5,0,0,0.0
Keinan Davis,52,31,0,0,0,0,0,0,0,3927.0,54.0,-8,0,0,0.0
Keinan Davis,52,32,0,0,0,0,0,0,0,3920.0,54.0,-6,0,0,0.0
Keinan Davis,52,33,0,0,0,0,0,0,0,3917.0,54.0,-4,0,0,0.0
Keinan Davis,52,34,0,0,0,0,0,0,0,3911.0,54.0,-5,0,0,0.0
Keinan Davis,52,35,0,0,0,0,0,0,0,3906.0,54.0,-6,0,0,0.0
Keinan Davis,52,36,0,0,0,0,0,0,0,3901.0,54.0,-5,0,0,0.0
Keinan Davis,52,37,0,0,0,0,0,0,0,3895.0,54.0,-5,0,0,0.0
Keinan Davis,52,38,0,0,0,0,0,0,0,3894.0,54.0,-2,0,0,0.0
