name,element,GW,bonus,clean_sheets,goals_conceded,minutes,own_goals,penalties_saved,saves,selected,transfers_balance,yellow_cards,value,total_points,mean_reversion
Brandon Austin,491,5,0,0,0,0,0,0,0,0.2,-2537,0,4.0,0,0.0
Brandon Austin,491,6,0,0,0,0,0,0,0,0.2,-3076,0,4.0,0,0.0
Caoimhin Kelleher,301,1,0,0,0,0,0,0,0,0.3,-542,0,4.0,0,0.0
Caoimhin Kelleher,301,2,0,0,0,0,0,0,0,0.3,-1899,0,4.0,0,0.0
Caoimhin Kelleher,301,3,0,0,0,0,0,0,0,0.3,-2700,0,4.0,0,0.0
Caoimhin Kelleher,301,4,0,0,0,0,0,0,0,0.3,-3653,0,4.0,0,0.0
Caoimhin Kelleher,301,5,0,0,0,0,0,0,0,0.3,-4179,0,4.0,0,0.0
Caoimhin Kelleher,301,6,0,0,0,0,0,0,0,0.3,-4818,0,4.0,0,0.0
Daniel Bentley,546,1,0,0,0,0,0,0,0,0.5,-167,0,4.0,0,0.0
Daniel Bentley,546,2,0,0,0,0,0,0,0,0.4,-2355,0,4.0,0,0.0
Daniel Bentley,546,3,0,0,0,0,0,0,0,0.4,-3539,0,4.0,0,0.0
Daniel Bentley,546,4,0,0,0,0,0,0,0,0.4,-4766,0,4.0,0,0.0
Daniel Bentley,546,5,0,0,0,0,0,0,0,0.4,-5674,0,4.0,0,0.0
Daniel Bentley,546,6,0,0,0,0,0,0,0,0.4,-6768,0,4.0,0,0.0
Darren Randolph,80,1,0,0,0,0,0,0,0,0.6,-262,0,4.0,0,0.0
Darren Randolph,80,2,0,0,0,0,0,0,0,0.6,-1971,0,4.0,0,0.0
Darren Randolph,80,3,0,0,0,0,0,0,0,0.6,-3378,0,4.0,0,0.0
Darren Randolph,80,4,0,0,0,0,0,0,0,0.6,-5020,0,4.0,0,0.0
Darren Randolph,80,5,0,0,0,0,0,0,0,0.6,-6113,0,4.0,0,0.0
Darren Randolph,80,6,0,0,0,0,0,0,0,0.5,-7370,0,4.0,0,0.0
David Raya Martin,113,1,0,0,0,0,0,0,0,5.0,-39265,0,5.0,0,0.0
David Raya Martin,113,2,0,0,0,0,0,0,0,3.5,-161310,0,4.9,0,0.0
David Raya Martin,113,3,0,0,0,0,0,0,0,3.0,-208036,0,4.9,0,0.0
David Raya Martin,113,4,0,0,0,0,0,0,0,2.5,-250513,0,4.8,0,0.0
David Raya Martin,113,5,2,1,0,90,0,0,1,2.4,-261632,0,4.8,8,1.6
David Raya Martin,113,6,2,1,2,180,0,0,4,2.8,-218343,0,4.8,10,0.3333333333333335
Dean Henderson,385,1,0,0,0,0,0,0,0,0.3,-5858,0,4.5,0,0.0
Dean Henderson,385,2,0,0,0,0,0,0,0,0.3,-9195,0,4.5,0,0.0
Dean Henderson,385,3,0,0,0,0,0,0,0,0.3,-9663,0,4.5,0,0.0
Dean Henderson,385,4,0,0,0,0,0,0,0,0.4,-4141,0,4.5,0,0.0
Dean Henderson,385,5,0,0,0,0,0,0,0,0.4,-4305,0,4.5,0,0.0
Dean Henderson,385,6,0,0,0,0,0,0,0,0.4,-6362,0,4.5,0,0.0
Denis Franchi,169,1,0,0,0,0,0,0,0,0.2,-458,0,4.0,0,0.0
Denis Franchi,169,2,0,0,0,0,0,0,0,0.2,-1681,0,4.0,0,0.0
Denis Franchi,169,3,0,0,0,0,0,0,0,0.1,-2333,0,4.0,0,0.0
Denis Franchi,169,4,0,0,0,0,0,0,0,0.1,-3060,0,4.0,0,0.0
Denis Franchi,169,5,0,0,0,0,0,0,0,0.1,-3486,0,4.0,0,0.0
Denis Franchi,169,6,0,0,0,0,0,0,0,0.1,-4034,0,4.0,0,0.0
Djordje Petrovic,687,4,0,0,0,0,0,0,0,0.0,524,0,4.5,0,0.0
Djordje Petrovic,687,5,0,0,0,0,0,0,0,0.0,561,0,4.5,0,0.0
Djordje Petrovic,687,6,0,0,0,0,0,0,0,0.0,475,0,4.5,0,0.0
